,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,total_per,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores
996,996,996,5171,5171,,5454,50-54,Quebec,Male,English,English,High School Graduation Certificate,Full-Time,Skilled,,,,0.7333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.7777777777777778,0,1.0,,0.7333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.7777777777777778-0-1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label2x,,,1,0,0,1.0
997,997,997,5173,5173,,5456,45-49,Alberta,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,0.6666666666666666,0.0,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.6666666666666666-0.0-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,3,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label5x,label6x,,4,5,0,1.0
998,998,998,5182,5182,,5467,65-69,Quebec,Male,French,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.9333333333333332,0.8888888888888888,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.9333333333333332-0.8888888888888888-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,29,0.034482758620689655,0.06896551724137931,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.3448275862068966,0.4827586206896552,0.0,0.002416666666666667,label11x,label10x,label2x,10,9,1,0.8965517241379312
999,999,999,5188,5188,,5474,70+,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,0.7692307692307693,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-0.7692307692307693,8,0.0,0.0,0.625,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006666666666666666,label3x,label5x,label4x,2,4,3,1.0
1000,1000,1000,5193,5193,,5480,70+,Ontario,Male,French,English,High School Graduation Certificate,Full-Time,Professionals,,,,1.0,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.5,0.0,0.4444444444444444,0,1.0,,1.0-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.5-0.0-0.4444444444444444-0-1.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label6x,,,5,0,0,1.0
1001,1001,1001,5197,5197,,5484,65-69,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other Managers,,,,0.9333333333333332,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.2222222222222222,0,1.0,,0.9333333333333332-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.2222222222222222-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label2x,,,1,0,0,1.0
1002,1002,1002,5206,5206,,5494,60-64,Quebec,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.8666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label2x,,,1,0,0,0.5
1003,1003,1003,5208,5208,,5496,20-21,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.26666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.26666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,8,0.125,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0006666666666666666,label10x,label2x,label1x,9,1,0,0.875
1004,1004,1004,5214,5214,,5502,45-49,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.6666666666666666,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,19,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.6842105263157895,0.0015833333333333333,label12x,label7x,label1x,11,6,0,0.9473684210526316
1005,1005,1005,5217,5217,,5505,25-29,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,0.4,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.4-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,9,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.00075,label8x,label1x,,7,0,0,0.7777777777777777
1006,1006,1006,5238,5238,,5527,70+,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Skilled,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.7777777777777778,0,0.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.7777777777777778-0-0.0,105,0.06666666666666667,0.05714285714285714,0.01904761904761905,0.06666666666666667,0.01904761904761905,0.0380952380952381,0.12380952380952381,0.0,0.0,0.1619047619047619,0.0,0.44761904761904764,0.00875,label12x,label10x,label7x,11,9,6,0.7333333333333334
1007,1007,1007,5242,5242,,5531,40-44,Quebec,Male,English,English,Elementary School Graduation Cert,Part-Time,Other,,,,0.6,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.4,1.0,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.4-1.0-0.1111111111111111-0-1.0,4,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label7x,label4x,,6,3,0,1.0
1008,1008,1008,5248,5248,,5537,70+,Ontario,Male,English,French,Bachelors Degrees,Full-Time,Other,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label7x,,,6,0,0,1.0
1009,1009,1009,5249,5249,,5538,45-49,Ontario,Male,Indian-Hindi,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.6666666666666666,0.6666666666666666,0,0.4705882352941176,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.4705882352941176-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label4x,,,3,0,0,1.0
1010,1010,1010,5276,5276,,5568,60-64,British Columbia,Male,French,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.8666666666666667,0.1111111111111111,0,0.29411764705882354,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.1111111111111111-0-0.29411764705882354-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,10,0.0,0.2,0.1,0.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0008333333333333334,label6x,label4x,label2x,5,3,1,0.8999999999999999
1011,1011,1011,5278,5278,,5570,60-64,Ontario,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Professionals,,,,0.8666666666666667,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.4444444444444444,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.4444444444444444-0-1.0,7,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0005833333333333334,label10x,label4x,,9,3,0,1.0
1013,1013,1013,5282,5282,,5574,30-34,Ontario,Male,French,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Other,,,,0.4666666666666667,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label3x,,,2,0,0,1.0
1014,1014,1014,5287,5287,,5579,70+,Ontario,Female,Portuguese,French,Elementary School Graduation Cert,Full-Time,Other,,,,1.0,0.6666666666666666,1,0.8235294117647058,0.29411764705882354,0.4,0.0,0.1111111111111111,0,0.0,,1.0-0.6666666666666666-1-0.8235294117647058-0.29411764705882354-0.4-0.0-0.1111111111111111-0-0.0,14,0.2857142857142857,0.0,0.21428571428571427,0.0,0.21428571428571427,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0011666666666666668,label1x,label3x,label6x,0,2,5,0.6428571428571428
1015,1015,1015,5299,5299,,5595,70+,Ontario,Female,Arabic,English,Trade Certificate/Diploma,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,1.0,0.6666666666666666,1,0.0,0.2352941176470588,0.8,0.5,0.8888888888888888,0,1.0,,1.0-0.6666666666666666-1-0.0-0.2352941176470588-0.8-0.5-0.8888888888888888-0-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label7x,,,6,0,0,1.0
1016,1016,1016,5300,5300,,5597,35-39,Ontario,Male,English,English,Bachelors Degrees,Not Employed,Other,,,,0.5333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,9,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.00075,label10x,label5x,,9,4,0,1.0
1017,1017,1017,5302,5302,,5599,40-44,Quebec,Female,English,French,Elementary School Graduation Cert,Not Employed,Unskilled,,,,0.6,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.4,0.5,1.0,0,1.0,,0.6-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.4-0.5-1.0-0-1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label6x,,,5,0,0,1.0
1018,1018,1018,5309,5309,,5606,15-17,Ontario,Female,English,French,High School Graduation Certificate,Not Employed,Other,,,,0.06666666666666668,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.5,0.5,0.1111111111111111,0,1.0,,0.06666666666666668-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.5-0.5-0.1111111111111111-0-1.0,6,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,label2x,,,1,0,0,0.5
1020,1020,1020,5335,5335,,5637,15-17,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Professionals,,,,0.06666666666666668,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.4444444444444444,0,1.0,,0.06666666666666668-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.4444444444444444-0-1.0,12,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.16666666666666666,0.5833333333333334,0.0,0.0,0.0,0.0,0.001,label8x,label3x,label4x,7,2,3,0.8333333333333334
1021,1021,1021,5346,5346,,5650,25-29,Ontario,Male,French,English,Elementary School Graduation Cert,Full-Time,Clerical/Secretarial,,,,0.4,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.4,0.0,0.0,0,1.0,,0.4-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.4-0.0-0.0-0-1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label1x,,,0,0,0,1.0
1022,1022,1022,5351,5351,,5656,30-34,Ontario,Female,French,English,Bachelors Degrees,Not Employed,Other,,,,0.4666666666666667,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,13,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.5384615384615384,0.0,0.0,0.0,0.0,0.0010833333333333333,label8x,label7x,label1x,7,6,0,0.7692307692307692
1023,1023,1023,5359,5359,,5665,50-54,Ontario,Male,English,English,Elementary School Graduation Cert,Part-Time,Professionals,,,,0.7333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,1.0,0.4444444444444444,0,1.0,,0.7333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-1.0-0.4444444444444444-0-1.0,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0005,label10x,label2x,,9,1,0,0.5
1024,1024,1024,5361,5361,,5667,55-59,Alberta,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.8,0.0,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.8-0.0-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label3x,,,2,0,0,1.0
1025,1025,1025,5366,5366,,5672,65-69,Quebec,Female,English,English,Bachelors Degrees,Not Employed,Other Managers,,,,0.9333333333333332,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.9333333333333332-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,7,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005833333333333334,label5x,label2x,label1x,4,1,0,1.0
1026,1026,1026,5375,5375,,5683,70+,New Brunswick,Male,English,English,Bachelors Degrees,Not Employed,Other,,,,1.0,0.3333333333333333,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,1.0-0.3333333333333333-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,4,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label7x,label1x,,6,0,0,0.75
1027,1027,1027,5376,5376,,5684,70+,Alberta,Female,English,English,Elementary School Graduation Cert,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,1.0,0.0,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.8888888888888888,0,1.0,,1.0-0.0-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.8888888888888888-0-1.0,6,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0005,label2x,label4x,,1,3,0,0.8333333333333333
1029,1029,1029,5387,5387,,5698,60-64,Ontario,Male,English,English,Trade Certificate/Diploma,Full-Time,Other,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label2x,,,1,0,0,0.5
1030,1030,1030,5390,5390,,5701,60-64,Ontario,Female,French,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,0.8666666666666667,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,4,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label7x,label4x,,6,3,0,1.0
1031,1031,1031,5411,5411,,5725,40-44,Alberta,Female,English,English,Bachelors Degrees,Not Employed,Senior Managers/Owners,,,,0.6,0.0,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.5555555555555556,0,0.15384615384615385,,0.6-0.0-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.5555555555555556-0-0.15384615384615385,58,0.05172413793103448,0.06896551724137931,0.05172413793103448,0.1724137931034483,0.1206896551724138,0.08620689655172414,0.017241379310344827,0.0,0.0,0.10344827586206896,0.3275862068965517,0.0,0.004833333333333334,label11x,label4x,label5x,10,3,4,0.6206896551724138
1032,1032,1032,5416,5416,,5730,60-64,Quebec,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.8666666666666667,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,8,0.125,0.125,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0006666666666666666,label5x,label7x,label1x,4,6,0,0.875
1033,1033,1033,5417,5417,,5731,45-49,Ontario,Female,English,English,Trade Certificate/Diploma,Not Employed,Other Managers,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.5,0.2222222222222222,0,0.2307692307692308,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.5-0.2222222222222222-0-0.2307692307692308,9,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,label1x,label4x,label2x,0,3,1,0.6666666666666667
1034,1034,1034,5422,5422,,5737,40-44,Ontario,Female,English,English,Bachelors Degrees,Not Employed,Professionals,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.4444444444444444,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.4444444444444444-0-1.0,5,0.2,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label5x,label1x,,4,0,0,0.6000000000000001
1035,1035,1035,5423,5423,,5738,45-49,Quebec,Female,English,English,Trade Certificate/Diploma,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.6666666666666666,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.8,0.0,0.8888888888888888,0,1.0,,0.6666666666666666-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.8-0.0-0.8888888888888888-0-1.0,3,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label3x,label5x,,2,4,0,1.0
1036,1036,1036,5429,5429,,5747,15-17,Ontario,Female,Indian-Hindi,English,Bachelors Degrees,Full-Time,Professionals,,,,0.06666666666666668,0.6666666666666666,1,0.4705882352941176,0.2352941176470588,0.0,0.0,0.4444444444444444,0,1.0,,0.06666666666666668-0.6666666666666666-1-0.4705882352941176-0.2352941176470588-0.0-0.0-0.4444444444444444-0-1.0,3,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.00025,label7x,label2x,,6,1,0,1.0
1037,1037,1037,5435,5435,,5754,40-44,Quebec,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.6,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,26,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.34615384615384615,0.0021666666666666666,label9x,label12x,label1x,8,11,0,1.0
1039,1039,1039,5438,5438,,5757,55-59,Manitoba,Male,English,English,Bachelors Degrees,Not Employed,Clerical/Secretarial,,,,0.8,0.2222222222222222,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.0,0,1.0,,0.8-0.2222222222222222-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.0-0-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label7x,,,6,0,0,1.0
1040,1040,1040,5450,5450,,5770,19 Years,Ontario,Female,Other,English,High School Graduation Certificate,Not Employed,Unskilled,,,,0.2,0.6666666666666666,1,0.7058823529411765,0.2352941176470588,0.5,0.5,1.0,0,1.0,,0.2-0.6666666666666666-1-0.7058823529411765-0.2352941176470588-0.5-0.5-1.0-0-1.0,26,0.038461538461538464,0.11538461538461539,0.0,0.038461538461538464,0.038461538461538464,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.6923076923076923,0.0021666666666666666,label12x,label2x,label7x,11,1,6,0.8846153846153846
1042,1042,1042,5456,5456,,5778,40-44,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.6,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label6x,,,5,0,0,1.0
1045,1045,1045,5472,5472,,5795,35-39,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.5333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label3x,,,2,0,0,0.5
1046,1046,1046,5473,5473,,5796,40-44,Ontario,Male,French,English,High School Graduation Certificate,Full-Time,Other,,,,0.6,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label1x,label2x,,0,1,0,1.0
1047,1047,1047,5497,5497,,5821,60-64,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Part-Time,Other,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,1.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-1.0-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label2x,,,1,0,0,0.5
1048,1048,1048,5499,5499,,5823,60-64,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Clerical/Secretarial,,,,0.8666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.0,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.0-0-1.0,4,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label3x,label4x,,2,3,0,1.0
1049,1049,1049,5508,5508,,5835,50-54,Alberta,Female,English,English,Bachelors Degrees,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.7333333333333333,0.0,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.7333333333333333-0.0-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,12,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.001,label10x,label6x,label1x,9,5,0,0.7499999999999999
1052,1052,1052,5543,5543,,5877,30-34,Quebec,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.4666666666666667,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,0.38461538461538464,,0.4666666666666667-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-0.38461538461538464,13,0.07692307692307693,0.0,0.0,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0010833333333333333,label5x,label7x,label6x,4,6,5,0.8461538461538461
1053,1053,1053,5545,5545,,5881,45-49,Ontario,Female,French,English,Elementary School Graduation Cert,Full-Time,Unskilled,,,,0.6666666666666666,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.4,0.0,1.0,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.4-0.0-1.0-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label2x,,,1,0,0,1.0
1054,1054,1054,5547,5547,,5883,35-39,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Senior Managers/Owners,,,,0.5333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.5555555555555556,0,1.0,,0.5333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.5555555555555556-0-1.0,8,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0006666666666666666,label8x,label5x,,7,4,0,1.0
1057,1057,1057,5592,5592,,5937,35-39,Ontario,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,0.5333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,5,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label7x,label3x,,6,2,0,1.0
