,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,total_per,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores
725,725,895,895,4522,4522,,4742,50-54,Alberta,Female,French,French,Bachelors Degrees,Not Employed,Other,,,,0.7333333333333333,0.0,1,0.29411764705882354,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.0-1-0.29411764705882354-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,24,0.16666666666666666,0.21833333333333335,0.0,0.08833333333333333,0.08833333333333333,0.0,0.0,0.0,0.0,0.04666666666666667,0.0,0.0,0.001033680764923766,label2x,label1x,label4x,1,0,3,0.47333333333333333
726,726,896,896,4526,4526,,4746,65-69,Quebec,Female,English,French,Other Certificate/Diploma Not Univ,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.9333333333333332,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.8888888888888888,0,1.0,,0.9333333333333332-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.8888888888888888-0-1.0,24,0.34833333333333333,0.0,0.0,0.125,0.09333333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.001033680764923766,label1x,label4x,label5x,0,3,4,0.5666666666666667
727,727,897,897,4530,4530,,4750,30-34,Quebec,Male,English,French,Other Certificate/Diploma Not Univ,Not Employed,Professionals,,,,0.4666666666666667,0.8888888888888888,0,0.2352941176470588,0.29411764705882354,0.0,0.5,0.4444444444444444,0,1.0,,0.4666666666666667-0.8888888888888888-0-0.2352941176470588-0.29411764705882354-0.0-0.5-0.4444444444444444-0-1.0,22,0.45454545454545453,0.045454545454545456,0.0,0.045454545454545456,0.052556818181818184,0.0,0.06676136363636363,0.0,0.0,0.0,0.0,0.0,0.0009475407011801188,label1x,label7x,label5x,0,6,4,0.5738636363636364
728,728,898,898,4539,4539,,4761,22-24,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.3333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.3333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,20,0.35,0.1,0.061111111111111116,0.1,0.05,0.0,0.07222222222222222,0.0,0.0,0.0,0.0,0.0,0.0008614006374364717,label1x,label2x,label7x,0,1,6,0.5222222222222221
729,729,899,899,4546,4546,,4768,20-21,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Skilled,,,,0.26666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.7777777777777778,0,1.0,,0.26666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.7777777777777778-0-1.0,28,0.25,0.15142857142857144,0.0,0.17857142857142858,0.03571428571428571,0.0,0.0,0.0,0.0,0.048571428571428564,0.0,0.0,0.0012059608924110605,label1x,label4x,label2x,0,3,1,0.5800000000000001
730,730,900,900,4550,4550,,4772,70+,Ontario,Female,English,English,Trade Certificate/Diploma,Full-Time,Other,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,16,0.3275,0.0,0.0,0.0,0.0,0.08499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0006891205099491774,label1x,label6x,,0,5,0,0.4125
731,731,901,901,4552,4552,,4774,65-69,Ontario,Female,English,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.9333333333333332,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,27,0.18518518518518517,0.1147119341563786,0.04063786008230453,0.19958847736625515,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011628908605392368,label4x,label1x,label2x,3,0,1,0.4994855967078189
732,732,903,903,4557,4557,,4781,22-24,Quebec,Female,English,English,Bachelors Degrees,Not Employed,Unskilled,,,,0.3333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,1.0,0,1.0,,0.3333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-1.0-0-1.0,22,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.05537190082644628,0.04958677685950413,0.0,0.0,0.0,0.0603305785123967,0.0,0.0,0.0009475407011801188,label1x,label2x,label10x,0,1,9,0.3330578512396694
733,733,905,905,4571,4571,,4796,30-34,Quebec,Male,English,English,Bachelors Degrees,Not Employed,Other,,,,0.4666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,22,0.18623737373737373,0.0,0.09974747474747475,0.09532828282828283,0.045454545454545456,0.05429292929292929,0.0,0.0,0.0,0.0,0.0,0.0,0.0009475407011801188,label1x,label3x,label4x,0,2,3,0.3813131313131313
734,734,906,906,4572,4572,,4797,30-34,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.8888888888888888,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.8888888888888888-0-1.0,24,0.20833333333333334,0.08333333333333333,0.0,0.21333333333333335,0.041666666666666664,0.0,0.0,0.06166666666666667,0.0,0.0,0.0,0.0,0.001033680764923766,label4x,label1x,label2x,3,0,1,0.505
735,735,907,907,4582,4582,,4812,60-64,Alberta,Female,English,French,Elementary School Graduation Cert,Full-Time,Other Managers,,,,0.8666666666666667,0.0,1,0.2352941176470588,0.29411764705882354,0.4,0.0,0.2222222222222222,0,1.0,,0.8666666666666667-0.0-1-0.2352941176470588-0.29411764705882354-0.4-0.0-0.2222222222222222-0-1.0,13,0.3076923076923077,0.07692307692307693,0.0,0.36538461538461536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005599104143337066,label4x,label1x,label2x,3,0,1,0.75
736,736,908,908,4590,4590,,4820,70+,Manitoba,Male,English,English,Trade Certificate/Diploma,Full-Time,Other,,,,1.0,0.2222222222222222,0,0.2352941176470588,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,1.0-0.2222222222222222-0-0.2352941176470588-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,13,0.33653846153846156,0.18269230769230768,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005599104143337066,label1x,label4x,label2x,0,3,1,0.75
737,737,909,909,4596,4596,,4826,45-49,Ontario,Female,English,French,Elementary School Graduation Cert,Not Employed,Senior Managers/Owners,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.4,0.5,0.5555555555555556,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.4-0.5-0.5555555555555556-0-1.0,53,0.09433962264150944,0.0,0.05817174515235457,0.05660377358490566,0.0571264307740553,0.0,0.0,0.0,0.0,0.0,0.0,0.02670778236554644,0.00228271168920665,label1x,label3x,label5x,0,2,4,0.2096377985679193
738,738,911,911,4600,4600,,4830,45-49,British Columbia,Male,French,French,High School Graduation Certificate,Full-Time,Other Managers,,,,0.6666666666666666,0.1111111111111111,0,0.29411764705882354,0.29411764705882354,0.5,0.0,0.2222222222222222,0,1.0,,0.6666666666666666-0.1111111111111111-0-0.29411764705882354-0.29411764705882354-0.5-0.0-0.2222222222222222-0-1.0,21,0.49851190476190477,0.10267857142857142,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009044706693082953,label1x,label2x,label4x,0,1,3,0.6488095238095237
739,739,912,912,4603,4603,,4833,50-54,Manitoba,Male,English,English,Bachelors Degrees,Full-Time,Other,,,,0.7333333333333333,0.2222222222222222,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.2222222222222222-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,8,0.25,0.375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003445602549745887,label2x,label1x,label4x,1,0,3,0.75
740,740,914,914,4625,4625,,4856,25-29,Manitoba,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.4,0.2222222222222222,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4-0.2222222222222222-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,9,0.3333333333333333,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038763028684641226,label1x,label2x,,0,1,0,0.5555555555555556
741,741,915,915,4626,4626,,4857,35-39,Quebec,Female,English,English,Bachelors Degrees,Not Employed,Other Managers,,,,0.5333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.5333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,27,0.037037037037037035,0.037037037037037035,0.0,0.1874714220393233,0.0,0.041609510745313216,0.0,0.05075445816186557,0.0,0.0,0.0,0.0,0.0011628908605392368,label4x,label8x,label6x,3,7,5,0.2798353909465021
742,742,916,916,4627,4627,,4858,55-59,Ontario,Male,English,French,High School Graduation Certificate,Not Employed,Other Managers,,,,0.8,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.5,0.5,0.2222222222222222,0,1.0,,0.8-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.5-0.5-0.2222222222222222-0-1.0,20,0.25,0.05,0.0,0.15,0.0578125,0.065625,0.0578125,0.0,0.0,0.0,0.0,0.0,0.0008614006374364717,label1x,label4x,label6x,0,3,5,0.465625
743,743,918,918,4635,4635,,4867,25-29,British Columbia,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.4,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.4-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,21,0.3401360544217687,0.0,0.0,0.19047619047619047,0.11564625850340138,0.0,0.06122448979591836,0.0,0.0,0.0,0.0,0.0,0.0009044706693082953,label1x,label4x,label5x,0,3,4,0.6462585034013605
744,744,920,920,4648,4648,,4884,50-54,British Columbia,Female,English,French,High School Graduation Certificate,Full-Time,Other,,,,0.7333333333333333,0.1111111111111111,1,0.2352941176470588,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.1111111111111111-1-0.2352941176470588-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,32,0.03125,0.0625,0.03407118055555556,0.0625,0.0,0.0,0.039713541666666664,0.03689236111111111,0.0,0.0,0.0,0.0,0.0013782410198983548,label2x,label7x,label8x,1,6,7,0.13910590277777776
745,745,922,922,4655,4655,,4893,45-49,Ontario,Female,English,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,70,0.1,0.014805194805194806,0.0,0.043116883116883116,0.014555444555444556,0.0,0.0,0.016173826173826174,0.0,0.015094905094905095,0.0,0.018331668331668334,0.003014902231027651,label1x,label4x,label12x,0,3,11,0.16144855144855144
746,746,923,923,4656,4656,,4894,25-29,Ontario,Male,Other,English,High School Graduation Certificate,Not Employed,Other,,,,0.4,0.6666666666666666,0,0.7058823529411765,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.4-0.6666666666666666-0-0.7058823529411765-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,78,0.19262820512820514,0.025978407557354925,0.025978407557354925,0.193640350877193,0.027327935222672066,0.0,0.014170040485829958,0.014507422402159244,0.0,0.0,0.0,0.0,0.0033594624860022394,label4x,label1x,label5x,3,0,4,0.4135964912280702
747,747,924,924,4663,4663,,4902,40-44,British Columbia,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.6,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.6-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,16,0.3125,0.0625,0.0859375,0.1875,0.1484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006891205099491774,label1x,label4x,label5x,0,3,4,0.6484375
748,748,927,927,4681,4681,,4922,40-44,Ontario,Male,English,French,High School Graduation Certificate,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.5,0.5,0.8888888888888888,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.5-0.5-0.8888888888888888-0-1.0,23,0.21739130434782608,0.10973084886128363,0.043478260869565216,0.35610766045548653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009906107330519426,label4x,label1x,label2x,3,0,1,0.6832298136645962
749,749,928,928,4682,4682,,4923,35-39,Quebec,Female,French,French,High School Graduation Certificate,Full-Time,Clerical/Secretarial,,,,0.5333333333333333,0.8888888888888888,1,0.29411764705882354,0.29411764705882354,0.5,0.0,0.0,0,1.0,,0.5333333333333333-0.8888888888888888-1-0.29411764705882354-0.29411764705882354-0.5-0.0-0.0-0-1.0,8,0.296875,0.0,0.0,0.296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003445602549745887,label1x,,,0,0,0,0.296875
750,750,929,929,4685,4685,,4926,70+,Ontario,Male,English,English,Bachelors Degrees,Not Employed,Other Managers,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,0.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-0.0,138,0.13776255950168995,0.007246376811594203,0.007327776892994284,0.10885668276972625,0.014492753623188406,0.022146130841783015,0.02239033108598326,0.01522535435578914,0.0,0.0,0.00887437843959583,0.0,0.005943664398311655,label1x,label4x,label7x,0,3,6,0.26900957335739945
751,751,930,930,4697,4697,,4939,55-59,Alberta,Female,English,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Clerical/Secretarial,,,,0.8,0.0,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.0,0,1.0,,0.8-0.0-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.0-0-1.0,9,0.2222222222222222,0.1111111111111111,0.0,0.1527777777777778,0.1527777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038763028684641226,label1x,label4x,label2x,0,3,1,0.4861111111111111
752,752,931,931,4711,4711,,4953,45-49,Quebec,Female,English,English,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other,,,,0.6666666666666666,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,16,0.375,0.125,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006891205099491774,label4x,label1x,label2x,3,0,1,0.9375
753,753,932,932,4729,4729,,4973,65-69,Ontario,Male,English,English,Trade Certificate/Diploma,Full-Time,Other Managers,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.8,0.0,0.2222222222222222,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.8-0.0-0.2222222222222222-0-1.0,12,0.3333333333333333,0.0,0.16666666666666666,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000516840382461883,label1x,label4x,label3x,0,3,2,0.7499999999999999
754,754,933,933,4736,4736,,4980,30-34,Manitoba,Male,English,English,Elementary School Graduation Cert,Full-Time,Clerical/Secretarial,,,,0.4666666666666667,0.2222222222222222,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.0,0,1.0,,0.4666666666666667-0.2222222222222222-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.0-0-1.0,17,0.4209558823529412,0.07720588235294118,0.06801470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007321905418210009,label1x,label2x,label3x,0,1,2,0.5661764705882353
755,755,934,934,4744,4744,,4990,40-44,Quebec,Female,Other,French,Bachelors Degrees,Not Employed,Professionals,,,,0.6,0.8888888888888888,1,0.7058823529411765,0.29411764705882354,0.0,0.5,0.4444444444444444,0,1.0,,0.6-0.8888888888888888-1-0.7058823529411765-0.29411764705882354-0.0-0.5-0.4444444444444444-0-1.0,24,0.17346938775510204,0.0,0.055272108843537414,0.21173469387755103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001033680764923766,label4x,label1x,label3x,3,0,2,0.44047619047619047
756,756,935,935,4750,4750,,4996,55-59,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Part-Time,Other,,,,0.8,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,1.0,0.1111111111111111,0,1.0,,0.8-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-1.0-0.1111111111111111-0-1.0,44,0.11363636363636363,0.022727272727272728,0.023435042466184334,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03405158854985845,0.0018950814023602376,label1x,label4x,label12x,0,3,11,0.19314249764076755
757,757,936,936,4753,4753,,4999,65-69,Quebec,Male,English,English,Bachelors Degrees,Not Employed,Other,,,,0.9333333333333332,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,32,0.1875,0.0625,0.06760204081632654,0.15625,0.03125,0.0,0.07525510204081633,0.0,0.0,0.0,0.0,0.0,0.0013782410198983548,label1x,label4x,label7x,0,3,6,0.4190051020408163
758,758,937,937,4759,4759,,5005,30-34,British Columbia,Female,English,English,Elementary School Graduation Cert,Full-Time,Senior Managers/Owners,,,,0.4666666666666667,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.5555555555555556,0,1.0,,0.4666666666666667-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.5555555555555556-0-1.0,44,0.41548295454545453,0.047052556818181816,0.0,0.11363636363636363,0.047052556818181816,0.0,0.0,0.0,0.0,0.025923295454545456,0.0,0.0,0.0018950814023602376,label1x,label4x,label2x,0,3,1,0.5761718749999999
759,759,938,938,4764,4764,,5011,70+,Alberta,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,1.0,0.0,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,1.0-0.0-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,16,0.25,0.0625,0.0,0.125,0.0,0.0,0.0,0.1015625,0.0,0.0,0.0,0.0,0.0006891205099491774,label1x,label4x,label8x,0,3,7,0.4765625
760,760,939,939,4772,4772,,5019,30-34,Alberta,Male,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.4666666666666667,0.0,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.0-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,8,0.25,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003445602549745887,label4x,label1x,,3,0,0,0.875
761,761,940,940,4783,4783,,5033,70+,British Columbia,Male,English,French,None,Not Employed,Other,,,,1.0,0.1111111111111111,0,0.2352941176470588,0.29411764705882354,0.6,0.5,0.1111111111111111,0,1.0,,1.0-0.1111111111111111-0-0.2352941176470588-0.29411764705882354-0.6-0.5-0.1111111111111111-0-1.0,29,0.10534482758620689,0.0,0.03827586206896552,0.1436206896551724,0.0,0.0,0.04206896551724138,0.0,0.0,0.0,0.0,0.0,0.0012490309242828839,label4x,label1x,label7x,3,0,6,0.2910344827586207
762,762,941,941,4797,4797,,5050,55-59,Ontario,Female,French,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,0.8,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,4,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017228012748729435,label3x,label1x,,2,0,0,0.75
763,763,942,942,4803,4803,,5056,60-64,Ontario,Male,English,English,Bachelors Degrees,Full-Time,Skilled,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.7777777777777778,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.7777777777777778-0-1.0,19,0.2168421052631579,0.0,0.0,0.10526315789473684,0.0,0.11157894736842106,0.0,0.0,0.0,0.07157894736842105,0.0,0.0,0.0008183306055646482,label1x,label6x,label4x,0,5,3,0.4336842105263158
764,764,943,943,4806,4806,,5060,60-64,Alberta,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,0.8666666666666667,0.0,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.8666666666666667-0.0-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,9,0.1527777777777778,0.1527777777777778,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038763028684641226,label4x,label1x,label5x,3,0,4,0.4861111111111111
765,765,944,944,4807,4807,,5061,65-69,Quebec,Female,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.9333333333333332,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,11,0.18181818181818182,0.1313131313131313,0.0,0.09090909090909091,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004737703505900594,label1x,label2x,label5x,0,1,4,0.42424242424242425
766,766,945,945,4812,4812,,5068,55-59,Ontario,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.8,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.8-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,26,0.11538461538461539,0.09072978303747535,0.041913214990138066,0.19230769230769232,0.041913214990138066,0.04142011834319526,0.0,0.0,0.0,0.0,0.0,0.0,0.0011198208286674132,label4x,label1x,label2x,3,0,1,0.3984220907297831
767,767,946,946,4820,4820,,5076,45-49,British Columbia,Male,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.6666666666666666,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.6666666666666666-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,39,0.02564102564102564,0.0,0.0,0.10256410256410256,0.054017094017094015,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.03658119658119658,0.0016797312430011197,label4x,label5x,label12x,3,4,11,0.19316239316239314
768,768,947,947,4822,4822,,5078,30-34,Manitoba,Female,French,English,High School Graduation Certificate,Not Employed,Other,,,,0.4666666666666667,0.2222222222222222,1,0.29411764705882354,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.2222222222222222-1-0.29411764705882354-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,20,0.4222222222222222,0.05,0.0,0.2111111111111111,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0008614006374364717,label1x,label4x,label2x,0,3,1,0.6833333333333333
769,769,948,948,4824,4824,,5080,45-49,Ontario,Male,Other,English,Bachelors Degrees,Full-Time,Other,,,,0.6666666666666666,0.6666666666666666,0,0.7058823529411765,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.7058823529411765-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,49,0.2055896250125666,0.02040816326530612,0.0,0.1027948125062833,0.0,0.02267015180456419,0.02342414798431688,0.0,0.0,0.044536041017392176,0.0,0.0,0.0021104315617193558,label1x,label4x,label10x,0,3,9,0.3529204785362421
770,770,949,949,4835,4835,,5093,30-34,British Columbia,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.4666666666666667,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,11,0.5454545454545454,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0004737703505900594,label1x,label7x,label2x,0,6,1,0.8181818181818182
771,771,950,950,4840,4840,,5099,55-59,Ontario,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.8,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.8888888888888888,0,1.0,,0.8-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.8888888888888888-0-1.0,21,0.31216931216931215,0.0,0.10052910052910054,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009044706693082953,label1x,label4x,label3x,0,3,2,0.6031746031746031
772,772,952,952,4848,4848,,5108,40-44,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,16,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006891205099491774,label1x,label5x,,0,4,0,0.6666666666666666
