,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores,total1
897,1063,1063,5602,5602,,5947,70+,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Senior Managers/Owners,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.5555555555555556,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.5555555555555556-0-1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
899,1065,1065,5616,5616,,5963,30-34,Ontario,Female,English,English,Bachelors Degrees,Not Employed,Other Managers,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
900,1066,1066,5619,5619,,5966,45-49,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
902,1068,1068,5625,5625,,5974,70+,Alberta,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,1.0,0.0,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,1.0-0.0-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
903,1069,1069,5626,5626,,5975,65-69,Ontario,Female,English,English,Trade Certificate/Diploma,Not Employed,Other Managers,,,,0.9333333333333332,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.5,0.2222222222222222,0,1.0,,0.9333333333333332-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.5-0.2222222222222222-0-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
907,1073,1073,5665,5665,,6018,30-34,Ontario,Female,French,French,High School Graduation Certificate,Full-Time,Clerical/Secretarial,,,,0.4666666666666667,0.6666666666666666,1,0.29411764705882354,0.29411764705882354,0.5,0.0,0.0,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.29411764705882354-0.29411764705882354-0.5-0.0-0.0-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
908,1074,1074,5669,5669,,6022,65-69,Quebec,Female,English,French,Bachelors Degrees,Not Employed,Other,,,,0.9333333333333332,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,0.5,1.0
909,1075,1075,5674,5674,,6027,60-64,Ontario,Male,French,English,Trade Certificate/Diploma,Not Employed,Skilled,,,,0.8666666666666667,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.8,0.5,0.7777777777777778,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.8-0.5-0.7777777777777778-0-1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,label8x,,,7,0,0,1.0,1.0
911,1077,1077,5689,5689,,6043,30-34,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
912,1078,1078,5692,5692,,6046,45-49,Quebec,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.6666666666666666,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
915,1083,1083,5724,5724,,6079,35-39,Quebec,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.5333333333333333,0.8888888888888888,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.8888888888888888-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
916,1085,1085,5732,5732,,6087,40-44,Ontario,Male,French,English,High School Graduation Certificate,Not Employed,Skilled,,,,0.6,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.5,0.5,0.7777777777777778,0,1.0,,0.6-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.5-0.5-0.7777777777777778-0-1.0,3,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.3333333333333333,1.0
919,1088,1088,5770,5770,,6130,45-49,Quebec,Male,English,English,High School Graduation Certificate,Not Employed,Unskilled,,,,0.6666666666666666,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.5,1.0,0,1.0,,0.6666666666666666-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.5-1.0-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
921,1091,1091,5795,5795,,6163,55-59,Saskatchewan,Female,English,French,High School Graduation Certificate,Not Employed,Other,,,,0.8,1.0,1,0.2352941176470588,0.29411764705882354,0.5,0.5,0.1111111111111111,0,1.0,,0.8-1.0-1-0.2352941176470588-0.29411764705882354-0.5-0.5-0.1111111111111111-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
923,1093,1093,5808,5808,,6177,50-54,Ontario,Female,English,French,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,2,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,0.5,1.0
925,1096,1096,5822,5822,,6192,30-34,Ontario,Male,English,French,Other Certificate/Diploma Not Univ,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.8888888888888888,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.8888888888888888-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
927,1098,1098,5835,5835,,6207,20-21,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Professionals,,,,0.26666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.4444444444444444,0,1.0,,0.26666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.4444444444444444-0-1.0,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.3333333333333333,1.0
930,1103,1103,5869,5869,,6245,70+,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Clerical/Secretarial,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.0,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.0-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
936,1112,1112,5944,5944,,6326,25-29,Quebec,Female,English,English,High School Graduation Certificate,Part-Time,Other,,,,0.4,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.5,1.0,0.1111111111111111,0,1.0,,0.4-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.5-1.0-0.1111111111111111-0-1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
937,1113,1113,5948,5948,,6330,65-69,Ontario,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Part-Time,Other,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,1.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-1.0-0.1111111111111111-0-1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
938,1115,1115,5964,5964,,6347,40-44,British Columbia,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,0.6,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.6-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
939,1117,1117,5989,5989,,6374,70+,Quebec,Female,English,French,Other Certificate/Diploma Not Univ,Part-Time,Other,,,,1.0,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.0,1.0,0.1111111111111111,0,1.0,,1.0-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.0-1.0-0.1111111111111111-0-1.0,6,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,0.3333333333333333,1.0
940,1119,1119,6002,6002,,6389,45-49,Manitoba,Female,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.6666666666666666,0.2222222222222222,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.6666666666666666-0.2222222222222222-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
944,1123,1123,6027,6027,,6417,30-34,Quebec,Male,French,French,High School Graduation Certificate,Not Employed,Other,,,,0.4666666666666667,0.8888888888888888,0,0.29411764705882354,0.29411764705882354,0.5,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.8888888888888888-0-0.29411764705882354-0.29411764705882354-0.5-0.5-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.5,1.0
945,1124,1124,6031,6031,,6421,30-34,Ontario,Male,English,English,Trade Certificate/Diploma,Not Employed,Clerical/Secretarial,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.8,0.5,0.0,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.8-0.5-0.0-0-1.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
946,1125,1125,6036,6036,,6426,65-69,Ontario,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Other Managers,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
949,1129,1129,6065,6065,,6457,70+,Saskatchewan,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,1.0,1.0,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,1.0-1.0-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,label8x,,,7,0,0,1.0,1.0
955,1136,1136,6136,6136,,6539,70+,Quebec,Female,English,English,Elementary School Graduation Cert,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,1.0,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.8888888888888888,0,1.0,,1.0-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.8888888888888888-0-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,label8x,,,7,0,0,1.0,1.0
957,1138,1138,6145,6145,,6549,65-69,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.3333333333333333,1.0
959,1141,1141,6155,6155,,6560,60-64,Quebec,Male,English,English,Bachelors Degrees,Not Employed,Other Managers,,,,0.8666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.8666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
961,1143,1143,6159,6159,,6564,50-54,Alberta,Male,English,French,Elementary School Graduation Cert,Full-Time,Other,,,,0.7333333333333333,0.0,0,0.2352941176470588,0.29411764705882354,0.4,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.0-0-0.2352941176470588-0.29411764705882354-0.4-0.0-0.1111111111111111-0-1.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
963,1145,1145,6171,6171,,6579,65-69,Alberta,Male,English,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.9333333333333332,0.0,0,0.2352941176470588,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.0-0-0.2352941176470588-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.5,1.0
966,1148,1148,6187,6187,,6595,30-34,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Skilled,,,,0.4666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.7777777777777778,0,1.0,,0.4666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.7777777777777778-0-1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
968,1150,1150,6194,6194,,6603,30-34,Ontario,Male,French,English,Elementary School Graduation Cert,Full-Time,Other Managers,,,,0.4666666666666667,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.4,0.0,0.2222222222222222,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.4-0.0-0.2222222222222222-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
970,1153,1153,6207,6207,,6617,30-34,Quebec,Male,English,English,Elementary School Graduation Cert,Full-Time,Other Managers,,,,0.4666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.2222222222222222,0,1.0,,0.4666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.2222222222222222-0-1.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,label9x,,,8,0,0,1.0,1.0
974,1159,1159,6266,6266,,6685,30-34,British Columbia,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Clerical/Secretarial,,,,0.4666666666666667,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.0,0,1.0,,0.4666666666666667-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.0-0-1.0,2,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
976,1162,1162,6303,6303,,6728,40-44,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Unskilled,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,1.0,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-1.0-0-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,label10x,,,9,0,0,1.0,1.0
978,1164,1164,6312,6312,,6739,45-49,Quebec,Female,English,English,Elementary School Graduation Cert,Full-Time,Other Managers,,,,0.6666666666666666,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.2222222222222222,0,1.0,,0.6666666666666666-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.2222222222222222-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
979,1165,1165,6331,6331,,6761,25-29,Quebec,Female,French,French,High School Graduation Certificate,Full-Time,Other Managers,,,,0.4,0.8888888888888888,1,0.29411764705882354,0.29411764705882354,0.5,0.0,0.2222222222222222,0,1.0,,0.4-0.8888888888888888-1-0.29411764705882354-0.29411764705882354-0.5-0.0-0.2222222222222222-0-1.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
982,1168,1168,6340,6340,,6771,40-44,Ontario,Male,English,French,Bachelors Degrees,Full-Time,Other,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
983,1170,1170,6342,6342,,6773,30-34,British Columbia,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Professionals,,,,0.4666666666666667,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.4444444444444444,0,1.0,,0.4666666666666667-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.4444444444444444-0-1.0,3,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,label1x,,,0,0,0,0.3333333333333333,1.0
987,1174,1174,6372,6372,,6806,45-49,Quebec,Female,English,French,High School Graduation Certificate,Full-Time,Other,,,,0.6666666666666666,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
988,1175,1175,6386,6386,,6824,40-44,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Skilled,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.7777777777777778,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.7777777777777778-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
989,1176,1176,6394,6394,,6833,70+,Ontario,Male,English,French,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.2222222222222222,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.2222222222222222-0-1.0,4,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.5,1.0
991,1178,1178,6401,6401,,6841,15-17,Alberta,Male,French,English,Bachelors Degrees,Not Employed,Other,,,,0.06666666666666668,0.0,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.06666666666666668-0.0-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,5,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.2,1.0
993,1181,1181,6441,6441,,6886,65-69,British Columbia,Female,English,English,Trade Certificate/Diploma,Full-Time,Other,,,,0.9333333333333332,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,3,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.3333333333333333,1.0
994,1182,1182,6443,6443,,6888,70+,British Columbia,Female,English,English,High School Graduation Certificate,Not Employed,Clerical/Secretarial,,,,1.0,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.0,0,1.0,,1.0-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.0-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
997,1186,1186,6463,6463,,6909,40-44,Alberta,Male,English,English,Bachelors Degrees,Full-Time,Professionals,,,,0.6,0.0,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.4444444444444444,0,1.0,,0.6-0.0-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.4444444444444444-0-1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,label10x,,,9,0,0,1.0,1.0
999,1188,1188,6470,6470,,6917,65-69,Alberta,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.9333333333333332,0.0,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.0-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1000,1189,1189,6472,6472,,6921,60-64,Quebec,Female,English,English,Bachelors Degrees,Full-Time,Other,,,,0.8666666666666667,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1006,1195,1195,6502,6502,,6957,65-69,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,0.9333333333333332,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.9333333333333332-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1007,1197,1197,6532,6532,,6991,22-24,Alberta,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,0.3333333333333333,0.0,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.3333333333333333-0.0-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
1013,1203,1203,6585,6585,,7048,45-49,Alberta,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,0.6666666666666666,0.0,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.6666666666666666-0.0-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
1014,1205,1205,6595,6595,,7058,65-69,Quebec,Male,English,French,Bachelors Degrees,Not Employed,Other,,,,0.9333333333333332,0.8888888888888888,0,0.2352941176470588,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-0-0.2352941176470588-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
